textID,text,tailwiz_label
fa318ab83c,My blackberry is soon approaching her death,negative
ac876ae0c5,"Back at it after a weekend of working in the yard. Didn`t open the laptop once, and I`m thankful.",positive
f150c43b3d,poor bella is in the ER with her first and second ear infection since both ears are infected. Her screams were blood curdling!,negative
621c69efa4, have fun ! bbq is good ! no matter where it is,positive
fe89ee6890, do I discern a request for Hulu support? excellent idea!,positive
73748884d8,", , , , i hope you all have a happy mothers day!",positive
29ff04c591, http://twitpic.com/4jam0 - Oh it`s so beautiful! I`m happy you had a great time! Heartz,positive
1a09cbe62d,Photo: Thatï¿½s what you call HOPE.  http://tumblr.com/xww1phh33,positive
89fb96289d, anytime. I aim to please.,positive
b12a6d7892," Aha both same length, touche",negative
157b854d95, we watched the today show(: we didnt see you though,positive
64b6c471a5, Oh very nice! I hope you have a wonderfully relaxing day!,positive
121fabafd5,"FreeSat`s coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!",negative
3e50a6aa2a,planning for mothers day special for my beloved mother,positive
d87b8e1979,everything is going wrong in my ' happy day',positive
11bd62fdf4,Having horrible nightmares not gonna go back to sleep,negative
2f72905dbd,Its 1:11am and both my girls are still up! .. im so tired ..,negative
e9f7e8c0a2,"I have a crush on this guy at my job, name is tyler and his eyes are blue and very mesmerizing and he is too cool. Nite",negative
07836035cd,damm i feel like the song of dead and gone by Travis Garland,negative
2f3ee6608d,This is not fair... bath again....,negative
e0b6147fcb,"_: '  Good evening, kind sir *bows*' ? http://blip.fm/~5z7zv",positive
01d5aeeac2, I don`t like the term 'partner' when it comes to relationships. It`s too business like so that`s my ugly word of the day,negative
2a86a6d18e, http://twitpic.com/4wl7x - Very pretty Janette  I have that exact same Hey Monday band!  And its on the same arm :O,positive
4892828dd2,_ oh god i just watched it to!! did claire escape? AGAIN!!! it was really quite sad,negative
41b9aed9db,Last day to sign up for GoCincinnati! www.crossroads.net/gocincinnati you can sign up with my group.. its going to be AWESOME,positive
2ca2b275ba, anywhere!!! i don`t mind...as long as i`m superman and there`s good music...all is sweet,positive
288561a8a8, they`re at the bottom of the thing and aren`t moving at all. feels bad man.,negative
7c57e06c07,Was quite amusing watching Pangaea sing 'F*** Killah Priest!' I guess he won`t be featuring on their album,positive
52a53e45f3,wide awake ready for the big shopping trip! hope I get tones of sweet dealz and lots of fancy clothes,positive
9624b0b500,Layin in bed awake. Txtin my girl in vegas. Wishin I didn`t have to work and I was w her,negative
b405b0f16a,im blonding ... slowly but surely im blonding ... i wana scratch my hair but im not allowed,negative
ad9861c440,"hey life, i love you!   (translation: i love life!)",positive
12456985b1,At work sick  but I`m ok to the mall!,negative
e1567b34aa,`Look at the tadpole`... `No! ... Look at me!!!` ... Foolish dog  http://yfrog.com/05ixbj,negative
c7b8023dbc, not but I went to his page and it made me hungry,negative
86263c8ddd, I even saw the news feeds of the archie website. But can`t believe he`d choose veronica. I`m disappointed,negative
db96a9611e,"Made my first Skype to landline call.  Good call quality, quite impressed",positive
7abffbad91, (blinks fast) its better now ... Lol thanks :-*,negative
97e86cfd26, that`s sad  what kind of mess are you getting into this weekend?,negative
d3e6d94552,really hates delayed trains especially 44 minute delayed trains. Now going to be late for work,negative
d7a6c26e66,Thank you for the advice   I`ll work on that when Im not at work.,positive
cb100a2434,trying to finish moving stuff for tonight don`t feel good!!!!!,positive
d3c17bff45," Problem is, Flash isnt GPU accelerated.  The Atom 330 can`t play Youtube HD or Hulu HD fullscreen   Big deal with Plex...",negative
e1c1065e9c,Ahhh I`m engulfed in shooooes. Who told me to buy so maany **** shoes,positive
5af375af34, ****. I always forget you are on here,positive
0f38216066," Good to see you hear as well, Andy!",positive
2b15b814b6,"_oliver No Happy Mums day for the Mums, only the guys????",negative
34eb887ee0,I still can`t believe the Matt McCoy interview got 255 views!! Twitter truly is....AWESOME!,positive
7fda3b5218,Happy #juddday everyone!,positive
b0d1361181,Oh ****!  I forgot to eat! Grumble grumble.,negative
8c45a9fb79,My dad just told me that he wants to put me up for sale on craigslist,negative
5185f9a7aa,_Guy Just like me )))) No i must confess one dark side of me is that i can be sometimes stubborn + iï¿½m a little morning grouch,negative
b6f135b56b,I`m really full and I feel sick,negative
ad00efb264,"i hate working, especially when the weather is good",positive
7903cc6c73, Thanks for tweeting a very useful set of refs - I`m in the middle of adding them to a chapter I`m editing,positive
59694a5c20,"hillsong tom. night, and dad`s birthday! i wish i could see him on his bday though.",positive
41780fcc9c,I ate to much lunch...now I don`t want to work,negative
04f7a0b0f0,"Over-thought tying my shoe, couldn`t figure it out for a while",negative
e12555fdc2,"Assfuck, 'I`m sorry' roll. Okay I gave in.  I`m such a sucker.  http://twitpic.com/677xt",negative
96a05c5a56,"For every kiss you give me, I`ll give you three -",positive
c7e9aae934,"Had a great day: beach, BBQ with old friends (it`s crazy that I`m old enough to have `old` friends!), & learned how to play texas holdem",positive
2139382b23,Happy Mother`s Day ~ and for single dads who plays both mom and dad role enjoy your day too,positive
46e0b00683,I had fun this summer,positive
5c4a6118f2,Anotha day of work  not lookin forward i hate closin fri,negative
d55e51e012,my favourite song tonight is cheer it on by Tokyo Police Club,positive
154f2174b3," Aww, thanks!",positive
f6c8408921,gaahhhh! i want my #comet09 stream back...,negative
f65197721b,"And they are so censoring over at nin.com, nobody can really speculate about these things are disagree with anything",negative
b03b093758,"Aw man, Half Term isn`t long enough    lol!",negative
6fe5e54415,I seriously need to find out why my laptop sometimes gets so hot. BBL after errands & pricing 'comp fixes'. Not many places left 4 that.,negative
7acea31723,http://twitpic.com/4qfl3 - haha^^ I love it,positive
f4fef232da,Is looking forward to a yummy dinner with mizz Kate jones this evening!,positive
3dc3fa8cbd,proud of the ceviche and bellinis turning out so well and LOVING the smell of fresh flowers in the house,positive
e11142577b,Its time for me to pack up at work now and have not had much time for twitter!  Thank you for any follow fridays. Be back later!,positive
5663be2fbc,Just been asked to sing yet again....aha. coffee mornin this time. psychology past questions&revision suck!,negative
2abb20e253," factory ng Elmer`s? hihihi. sorry, corny! baka si ate ruby, alam!",positive
f5dd093435, !!! It`s fantastic!,positive
32f1ca1440,just met Sarah Kelly... wow... she is an amazing woman of God!  and she gave me a free t-shirt!  gotta love free merch,positive
c0d627d76d,"I have to say, I find it very hard selling on etsy.... sometimes discouraging",negative
36c471e4a7,Doing uni work all weekend. Fun times,positive
f3a805366c,**** i`m gonna miss the grand prix.I`m going to have to try and sneak back to the room,positive
e05cbce34f, Sorry I didn`t go  Jesus wasn`t feeling it. And you know I can`t see it with out my best bud. Well that movie anyways ,negative
449a9f66b7,"Shooould be sleeping already, but got caught up watching some late night `Roseanne`. Officially off to bed after the next episode!",positive
6be832d308,"Heading off to Hollywood Studios today  Manta and Kraken were both awesome yesterday, feeling like doing a few more rides!!",positive
2af2161c59,Number 999. My next tweet must be something really special.,negative
20a267d9ee,"Mmmmmmm. I love Espresso......the app, that is. I guess the real thing helps me work efficiently too",positive
148bc56baf,_benson loved the #MacarAMBER!!!,positive
18bb683c37, thats great I`ll make sure I get a copy,positive
f8ec98a9ed,Just uploading photos from the cell...nothin like true candid-ness!,positive
20ead9e017," Fine thanks, not long now till Christmas....I`m excited",negative
0b41bb0441, thanx for showin luv,positive
818996ad8d,So my life has come down to nothing more then making choices ill only regret later,negative
46f1ba10a6,95 degrees and a crappy a/c,negative
d5ac334daa, Awww mate. that`s such a shitter,negative
a982f09778,Whaaaat a strong rain just came over us here in Santa Clara. I wish I could sleep but I got to attend to an important meeting,positive
f67aae2310, Yay good for both of you. Enjoy the break - you probably need it after such hectic weekend  Take care hun xxxx,positive
3f2395f676, that sucks mama,negative
1ba2e48c3c," it was a lonely battle, my friend, but you fought valiantly!",positive
c9819b6c74,"_Cullen10 That`s so nice to hear  i love you, you`re my best friend and my sister *hug u*",positive
adefff8302,i`m sickk  ... tomorrow will be a disaster if i don`t get better.,negative
a5e247423b," no worries, good news are good to spread",positive
70dbe6a192,"*sigh* my  USB died on my this afternoon. R.I.P, you will be missed! I hadn`t even had the chance to parade you around yet",negative
545ae70510, Loads of Beard papas have disappeared in the UK too,negative
1795d33bc6,arriving at itexa. Lots of mails to read and some work to do  thanks god weekend is just here,positive
492959359d,_navarro I wish this area offered chinese food delivery,negative
93de1656ca, omg! I dont blame you! hope you didnt hurt him too bad,negative
103c6d1b10,Finally. Deleted her number from my phone contacts  #heartbreak,negative
286ebd4c5c,  and I luh you tooooo,negative
e910f7c797, it drained my energy,negative
d1cd50d21b, Hey im a fan from New Zealand. Loving the show even tho we are soooo behind in the episodes! haha. Keep up the good work,positive
e9928f28d1,": what a cute pic of the girls, and so vibrant.  I didn`t get anything cpeven close.",positive
f9182af73a, 2ND BREAKFAST !? I want more food =/ LOL. Tweet me what breakfast you`re having  LOOOOOOLDING`,negative
5f132226ae,It`s going to be a good week,positive
3e31964314, Hope you feel better soon.,positive
f0ebf79016,"Almost fell asleep under the hair dryer  so tired, feel like I`m going to puke",negative
62ffba26c3,_Kay2 welcome to Twitter babes! I know what you mean...still trying to figure this out,positive
e409c6bca9,Shower head broke while i was in the shower and shot straight @ my head.may get a welt later on from it,negative
eaa775354f,"quitting my beloved job... having a long luvly  vacation at Koh Tao (turtle island), south of Thailand... SEA, SAND, SUN...WANNA JOIN ME?",positive
919fba19dc,Mother`s Day is THIS Sunday.... don`t forget to send her something special  http://www.youtube.com/watch?v=ExpmTEVSFQg,negative
7c55adcb6a, oops too late,negative
fada4f1204, nice to have you back,positive
91f408f6f0,Off work in half an hour. Getting an MRI after that. Yay me,negative
bcde062aac,"Watching 'All the Kings Men', It be pretty good so far!",positive
e398796286, I don`t like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death,negative
02fe57032f,I`m going to see sweeney todd on stage with my best friend for her bday today (I know I`m going to be the one who sings along!!),positive
0bc3d2ce9f,"Im feeling so nostalgic. Im sad. But happy. I don`t now how to feel. It`s over, but not at the same time. It just feels over.  i love you.",negative
2295b8227e,is highly amused I wasn`t treated nicely like any other patient..not my fault my life is better than yours.,negative
060d3914fa,"Whoops! Start Trek,...not Start! Duh.",positive
413de9fc40,sweaty and tired from the 6 lap run.  gonna do sun run next year no matter what.,negative
b4139f5891," why do u feel ****? Nerves? I tripped over that plastic telescope at 6:40 am yesty, I fell into the wall my head still hurts",negative
f2566dfbb1,Felt one tooth without the braces bracket. I got soooo hype,negative
a6efc31fe8,studying out of spite. whatever.. Wonderful unforgettable weekend with DC,negative
f87e6f6f93, very heart-warming indeed. I`ll be looking forward to that day,positive
de6e157ccf, doesnt work already,negative
7223003443, chillin wassup ma?? ayo in cali my day just started idk where u r but u have a gud day YA diggg,negative
54c7bed2cb,HAPPY MOTHERS DAY to everyone lucky enough to be a mommy. extra special happy to  who became a mommy 2day,positive
b1fd9116e3," Like your pics, Lucky Girl, again",positive
d775b40b61, thats the crazy part - was for 16:30. but reasons include 'full schedule' & 'travelling with his daughter'... So. Not. Cool,negative
54d11506cc, haha okay you were talking about middle college grad I think and I got worried,negative
e097197764,"HAPPY MOTHER DAY FOR ALL THE STRONG HARD WORKING MOTHERS, MAY GOD BLESS YOU AND YOUR FAMILY",positive
cba905da5f," thanks for the follow, your family photo is beautiful  happy mother`s day to your wife!",positive
15e9a33cdd, Happy Mothers Day! i hope tom got you something special! enjoy day!  xo,positive
94b47653da,looking at all my old myspace status` oh mann. Skyrockets in flight! afternoon delight! AAAAAAAAfternoon delight!,positive
0a2c769873,Greg Pritchard was robbed  ii am too gutted for words,negative
c8e658737f,"Installed office for Mac & messed up all my fonts on safari, **** on a stick! help! can`t even read the solutions online  #badmicrosoft",negative
7a41c66002,oasis or ribena? toughest decision everrr,negative
0ca701d490, *happy to help*,positive
fc16472bdf,Sick kid trumps advance planning.  Bummer,negative
81e29d1a0b, aww I miss driving down elmwood,negative
b867858e93," yeah - stomach bug or something. Fever, etc. Not fun.",negative
03ad8abb99, http://twitpic.com/4jazs - Congratulations! You two are adorable. Beautiful ring too!,positive
cc4c1ddb8b,"to  and , thanks for following me.",positive
508435b32d, thanks will try to behave,positive
3592d43e3d,Moving makes me sore.  Dunno if we are gonna make it!   Its getting close!,positive
74cf5ab632, lmao boss ross don`t come on out here  I love that man he was the truth,negative
fd46b0b0ad,My whole immediate will be in the same city until some point tomorrow afternoon. This is monumental,positive
68cbeb3bc0,Tired beyond reason. I would rather be just about anything else other then tired,negative
c33f6f7215,_benson  Woohoo! Well Done! I started Macarena-ing too,positive
e2d82b16c7, They`re for my mama  I always bake late and get worried that the mixer is gonna bother people.,negative
0d5d742d4d,_ftw awh i`m sorry  i`m probably going to do the same thing haha.,negative
c6cf9979f5, would love to hear all of this from a Nokia perspective...,positive
35f7411ccf,  Beer is an excellent excuse. Earlier i was sweating god knows how much! Not looking forward to working tomorrow,negative
9495d07918,i cant sleep ughh n i have registration tomorrow at 11 this suxs   *Shooting Star*,negative
cd89899831, peter!! follow me!! oh and have fun in europe!,positive
bcf1767c4a, whaaaat what about your house? You`ve been working so hard on it!,negative
7c2b6982d1,can`t go to bed  An am sooooo tired!!!,negative
ff86f90958,Ow it hurts,negative
d31b1fafb0,o **** i just accidentally listened to rick ross,negative
e17dc861e8,"Goood Dayy  Beeen shopping, didn`t get what I wanted though  But my best friend has comeeee homeeee!! XD Ily Shannii x",positive
187ab88e86,I am sooooooo bored in textiles !,negative
73ac06ca63,eating truffles  yum!,negative
464eafe267,How to get a $40 trumpet book - get caught in the rain with an $80 trumpet book ... oh dear  NY,negative
65fbf2fd60,<--has no internet for the weekend,negative
a72de1b056, Kennedy was re-injured at RAW on Monday. He`s got s serious muscle issue in his back and a broken wrist.,negative
2e7ff170ed," Lara, thank you so much 4 the #FF recommend!",positive
02623eac4c," hahah yeah, i had the same problem. Tomorrow there is a bday dinner for Terry at 7:30 so i don`t think we`ll see the fight",negative
e52dc9247e,Im so full. Subway was bomb! Waiting for my 2nd shift to start,negative
53d393c732,"_Colossus Lol, cheers `mate`. Yeah it went well thanks",positive
4ca1ff1c20,I hope I`m doing something right. Had an influx of reviews on a 1 year old fan fic telling me they love my style of writing for HP.,positive
1f0f9c4a91, ok  thank you,positive
20ec7c7c32,I WANT RED CRUISERS!!  i don`t like the other ones. LMFAO!,negative
59cb0c3a14, I only do computers. Am hopeless at everything else,negative
54b5b970f4, You`re very welcome,positive
1fbb8663c5,Good nite everybody!  <:Baby Boy:>,positive
e4ad1b35d2, july... too long,negative
e2ce9941e2,he`s pretty cute.,positive
8344e1be1c,On her way home from prom  so fun!,positive
02ea061b1d, Scary!,positive
bee90135a1," really good, but it`s definitely not a 12`s. So many people getting burned alive",negative
51a6cbb388,I think I`m about to break my own heart. (as emo as that sounds)... meh.,negative
0e659fcc77, http://twitpic.com/4fnaa - haha love you two girl,positive
2c8eff1781,Kill me now I`m so sick    n it`s Friday night!!,negative
68036f7944, Nice musli bars!,positive
352b05a450," i miss you too; i need to talk to you, i keep screwing up ..  lovee u !",negative
69c690e2a2,feeling lonely,negative
009a952227,The jetway feels like the seventh layer of hell. Oh and there are way too many babies on this flight. And I forgot my Bose.,negative
8c5bb48dcd,I feel like **** cause I couldnt sleep last night and went to sleep at 320 n bk up at 6  soooo tired!!!,negative
6d60edd70e,gonna get a tan. i am so white,negative
8d502d49aa,_Ky_Monkey Hope u have an amazing day today Monkey! U deserve it!  No cheating on DEW & looking at THE PICTURE! lol Happy Bday! <3,positive
adf8edce59,"Is finally home, fed and ready to go to bed and its only 2:45am.  That`s gotta be a record",negative
24da360bf4," hope you have a great weekend,Paris",positive
2f4f43853a," What you said about aj made no sense,hahaha. What were you talking about? And I loved that picture of you and colin!",positive
556565a143,bored bored bored. nothing to do today besides work at 5,negative
fac4f75f45,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y,positive
958adfa14f," loll , of course me tooo  & i love their new song toooo ?",positive
330c8475d1," Anytime! I`m off ~ I can`t match your stamina... my nice, warm, comfy bed is calling (screaming) my name...lol Night Ninja!",positive
c4f56b7a27,"Love song for the night, 'Then' by Brad Paisley.  Happy Mother`s Day   Love & Light ~ Joy",positive
2a92889496, this is sounding like the worst lurgy ever - the one that just won`t go away ..  ...are you ready for end-of-rope action yet??,negative
f16837f474,i wish i was in cali wit mari nd lupita seeing vfc  not fair,negative
80d44a3aa2,Beautiful morning here in the mountains,positive
cd382d5712,jerk josh! didn`t even come meet me  - im thinking of a number guess ?,negative
3daf69accb, what about me  I miss you too!,negative
6353181ff8,"Once again, I`m dealing with cancer in my direct family. Bugger  Cancel sucks!",negative
22b097900d,Its an undeniable truth.  I suck at talking to people.  No good at making a connection.  i come off as either strange or distant,negative
fd6ebd68f6,I would Join you shopping but i have work all weekend  six degrees of seperation is confsuing,negative
1d02e9bff4," I am sure every office has them. Men and women with no capacity to realize they should SHUT THE UNHOLY **** UP, Christ",negative
2f097d7e8c, Maddie starts working? WATCH OUT WORLD!,positive
560534f337,"already knows 3 dishes: Torta, Hotdog, & Itlog. Hurrah for me!",positive
9d99a1e28d,mcfonalds roulette i i lose. they forgot mygrilled snack wrap,negative
38db02cf34,Happy Mother`s Day ,positive
cac8586e77,"specially when you`re already burneded. wore mums shoes as well, and now im all blistered. it sucks balls..",negative
9e41311da9, thanks..,negative
47e52eeeda, nah. How it sucks to wear a suit and how the temp goes up 10 degrees when someone sits next to you,negative
7bc18718f8,This day is fkn UGLY & it matches my mood  unfortunatly. Time 2 blast off 2 the moon,negative
6320858c66,unhappy about the news that the planned (experimental) ITER fusion reactor will become much delayed... 2025,negative
6865f38967,SUPER BUENO FTW!!! I am so proud of you guys.,positive
3312d3de45,Feeling madly sorry for myself... - ï¿½Iï¿½M SECK D= Make me feel better  I should be going to a fashion show... http://tumblr.com/xz31werch,negative
34fd7dd015,Man tha mojitos from earlier got me feelin type funny. Hope I don`t get sick  http://myloc.me/20DD,negative
e586cda4d8,Friday night has gone too quickly   My bottle`s gone for tomorrow.. come on Everton,negative
f564af8976,Twitter is slow!,negative
f66c71e6f0,Having Problems With My BlackBerry UGH I need another charged Battery! (@ least 4 now)  ,negative
03d09e69c8," congrats, dreps! and good luck sa interview!",positive
428baa3d14,my eyes hurts..,negative
ac9905e1cb,I am also wasting time til my cab gets here. spamspamspam. Also Keiths motorbike was nicked. WELL ****.,negative
1a0531e6d2,I hate going to work on nights that I`m in micro.   At least I get to work with !,positive
d9a9c8f8e9,last day of school  so sad,negative
9012a7d74e,Cough drops taste gross...blaaaqhhh,negative
195d784f72, ahh i love u! u got a twitterrr,positive
297e022449,HAPPY MOTHER`S DAY TO ALL THE WONDERFUL MOTHERS IN THE WORLD!!! myself included...,positive
eb7fc3c46f, What software do you use to design sites? I`m a CS student and currently I hard code everything. It`s not the fastest way...,negative
f985c4e491,i miss my boo  on another note im soready for this game to come on tonight...fox grill anyone???!!,negative
a4b7684c38,you can learn a lot from another person.. dont try to out better oneself when its all about love and happiness  goodnight,positive
bffa3ddd61,i miss you bby      wish you were going tomorrow to make me do good.,positive
6af5593546,Happy Star Wars Day!!! May The 4th Be With You!,positive
e8693f9516,I will not be late.  I will not be late.  I will not be late.,negative
f2d0709994, haha  Thanks!,positive
045afd9545,honestly i cannot figure this twitter thing out,negative
326b8515f4,On the way to have Griffin`s staples removed from his head!  Should be fun,positive
ef5c7bb3fa," unfortunetly no  I wish, I mean sometimes like twice a yr they`ll have a party, but not always",negative
8708ae64b8, ugly. What programmes do you have open?,negative
2b6017f8f5,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes",negative
4fa93484ca, Thx for FF  #followfriday,positive
ad3df29d58,_conrad you take such good photos.,positive
04e249dcf5,omg i was so nervous last block. i had my speech and i almost puked. it was horrible.... i bet i got a bad grade on it....,negative
7d8e095712,ugh back in reno,negative
47a5d5eccd, http://twitpic.com/4jg09 - haha she looks a little like u charlie lol,positive
f4df0a8b35,Thinks that my friends lifes go around with what they boyfriends do and then they have not time for us girls,positive
abf08a0cff," SAME. its just not happening, and im going out too!. UH-OH.",negative
3ba3765073, It`s a lie just like the restaraunt named 'Garfields'... he is nowhere to be found,negative
e2f0cd4a0e,Can`t even tell you how much this hair dresser is pissssssing me off she has no clue wtf I`m asking her to do..so I`m expecting the worst,negative
f70185f2a9,I`m my mom`s company picnic at a Lake Elsinore Storm game. Oh the things we do to please moms,positive
3d11d1f2f2, I gave him your kiss. Being a flirt of course he liked them,positive
48dfd91acb, yearling in pet home died... very sad for their whole family,negative
928305a544,"it gets worse every year and 2010/2011 will be the worst. oh, and 6 months today!",positive
c1b06a72df, haha you would do that =P that`s cute. nobody ever comes to visit me  god **** lake geneva and how far it is from civilizati ...,positive
f5f75739a5,Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!,negative
4555ab6592,_Milano Good Morning Alyssa!! Hope u have a great wonderful day today   im happy cuz today is my last day of classes!! Yay!!,positive
89cd7f2945," 'arrest her' or, anything ending in -est that can be done to her.",negative
573f73867d,I miss the old healthy me and I am loosing faith that I ever will be again,negative
2a9874434e,Wishing all the Mom`s in the world a VERY HAPPY AND RELAXING MOTHERS DAY. May you get to spend the day with your feet up being pampered,positive
b4e7391d34,"'Isn`t she lovely? Isn`t she beautiful?' Sorry Stevie, you`re not really in a position to make that judgement  #steviewonder",negative
a168d9d822, ugh... I know the economy is depressing...,negative
8324deb046,Getting rather annoyed at my notebook. I know it`s old and has got wrinkles but it`s never been this slow before,negative
54539fe355,LUCY IS HATING ON MY GWEG!,negative
0720c6dc0e,So I thought the Cavs would crush the Magic and I come home from up north to realize how wrong I was.,positive
2a30f76a65,Sunburn is not as fun as I remember,negative
f7b4819d97,"had a great shot yesterday, editing pics now",positive
5c83af1147, Gourmet pizza = BLEH. Pizza is SUPPOSED to be greasy and filthy. You can`t eat pizza that`s been prepared by a chef.,negative
b260d130b9, I hope they come,positive
a6011468ec,felï¿½z dia de madres  | happy mothers day,positive
40b149d273, Ohh poor girl  I`ll email her... I am relying on you being here in October Mr!!,negative
54acae24bc,No one wants to sit with me at lunch  I guess I`ll just bury my head in my laptop and continue to be anti-social.,negative
ea50bdcad9,Back from hospital. Doc says I`ll live,negative
cbb5ab8e25, Happy Mother`s Day! Hope you have an awesome time with the Bug,positive
b4d9e63784, Thats ok...ur a good person + My Idol soo good people deserve sum good comments..hows the weather ova der --London is cold,positive
04b219d74b, Cheers *lifts coffee cup* here here for Mondays,negative
85dbab0a1d,_DESIGN allright! Looking forward to it..,positive
501fcb3256, cool !! actually i believe T.I. has just begun his jail sentence in arkansas,negative
7472aac15d,Oowweee!!! China club wuz poppin!!! Lipstic n Pumps were in full effect!,positive
50bb920617," fyi, connie and carla is not as totally awesome as the previews make it seem  sorry about that one.",positive
5d1b0c48eb,Ugh work sucks. I could be with sher right now,negative
dcf195b61c,Writing in yearbooks make me wanna cry,positive
4677a43b5a,doesn`t know what to do this evening & is D R E A D I N G work tomorrow  it sucks.,negative
2820205db5, I know! I`m so slow its horrible. DON`T TELL ON ME!,negative
8b9ad8f948,ofcourse they start fightin aight the party buts its cool theyu held it down now im chillin with my home girl  HAPPY MOTHERS DAY,positive
aca672028f,"hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh...",negative
83bd9bb81b,OH NO! MY FAN BROKE  NOOOOOOOOOOOO! great now i have to swelter in the heat. i like heat-ish but it hot! my laptop warm as well.,negative
4737fe0beb,has the greatest friends in the entire world,positive
3b2eee645a,Breaking the daily build broke my daily plan as well,negative
965e062196, that little girl on BGT! how sad! i cried  lol xxxxxxxxxxxxxxxxxxx,negative
4d3c20da64,Watching Everything Is Illuminated  and dreaaaming<3,positive
d6d9a3d7af, and now I have to shut computer down and get ready to go home from work....what a bummer.,negative
25810b3323,Someone just bought the domain i planned on buying yesterday ****,positive
8073b256f8,hollie steel  bless her. but go dreambears <33333 hahahahaha,positive
a0e0ed4311,"about to head to Starbucks. was gonna take the bus to Paradise and Starbucks, but missed it by 2 minutes.",negative
fee2d997a9,misses her phone... having no service sucks,negative
cacb9abafb, Hope you`ll be able to join us for future editions,positive
e6617d0e5c, so great to hear from u again today! U r the best! Cannot wait to see u on the cruise!!! <3 Cindy with the sign,positive
954ab76021,Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,positive
28b7c4e7a3, Oh no! Hope it`s not as bad as it sounds!,negative
82f88a3667,Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  **** Microsoft...,positive
db0d7a27bc,Not a happy bunny,negative
46d4f2ac04,: Am getting upset listening to the say now  I want to speak to you Mitchel but my darn phone got no money on x,negative
3b92cad313,someone save me from boredom.,negative
5805bc215b,"Euh, got LDAP Schema Error  Why oh Why",negative
533b05f261," I know, they`re ****. I am trying to sort out my portfolio and I don`t know what to put in it!",negative
af0f1b459a," Not really, injured so can`t do much exercise. The KG`s are coming on already. Also still looking to rent some place!!  Fun times!",positive
49dbf3373e,I ate a foot long from subway like an hour ago! OMG! I`m happy and full. I hadn`t ate since b-fast.  happy Lis.,negative
44118d01e8,"World`s Happiest Places ...   Denmark, Finland and the Netherlands",positive
6e376214e9,_says ha ha funny,negative
25becdc5c7,"$900 cheque to cash tomorrow, why I didn`t get it in the bank I have no idea. Feel safe to get the 500D now though  woooo",negative
032e086e88,Alcohol makes me tired. And I miss and want him so much. It hurts,negative
a42f6b93be,I hate hiccups,negative
4efc7222ad,working on diffusing that irritation but this traffic sure isn`t helping  mother F! it`s always real bad the days th@ i help plan stuff,negative
ae62b7e944, Thanks very much for the #ff  ! My only one today,positive
50beed3219,Outz wif the BIG BIG BIG HAPPY FAMILY for mommy`s day meal. And Happy Mommy Day to all Mommys out there!,positive
a6d79f3991, oh I love oreos!! U can`t get many varieties in the uk,positive
8b8f51c9f8,I need a blackberry,negative
72df0ca5a2,TODAy SUCKs - kisskass19: ï¿½you and katey broke up?! Yah Kate Broke up with me  Itï¿½s been awful nd Vodkas... http://tumblr.com/xkx1wgl8r,negative
610d270bfe,i want so bad to go to the mcfly`s concert,negative
a72fd81a70, don`t care about my struggles..,negative
b99e1476e6,... A kidney stone. Really?? Ugh  http://tinyurl.com/qsw9vq,negative
f358968122,"I have to go clothes shopping tomorrow  I hate it, but I have a serious 'clothes falling apart' situation here.",negative
5813735154,unemployment line here i come.,negative
8e2cd98874, Not Columbus but just wanted to say sorry to be missing Indiana show tomorrow. So sad  I will be in the woods with 8 GS.,negative
3e1c6b5552," Funnily enough, Roland is President of my social club!",positive
87e048124e,I am horrible at appraising peer work. What are these Americans thinking when they compose poems? Or maybe I am the one with the problem.,negative
b37664cb2a,goodnight everyone.,positive
c3dd06845f,Its relaxing time..a movie and some treats,positive
545a09f784, Yes I think it`s safe to say she is at the same popularity level today as always.,positive
7f927df185," I did do that one Twitter while driving, although the iPhone keypad sucks for driving and typing",negative
3b1c7ecca2,Wishing all Mothers Happy Mother`s Day,positive
2831a7717b,"Today isn`t going the way I planned.  Early lunchbreak & I may not be back til Mon. Weekend gonna be fun with friends, tho.",positive
b0fc9f4b10, iPhone is doing that 'not opening downloaded apps' thing and I forgot my cord at home,negative
c3f0895a68,Inspection went fine ... they like the house woopee. Would just be nice if it had been this morning so I could have done stuffs today,positive
76edbec34b,"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already.",positive
e1c1201fbf, U no that little prob with ur twitter that happen @ that old pep resteraunt! mayb this will help u fix it,negative
4e2a81ece4, I don`t watch - just wish - TV`s been off for months- I love it  Guess I won`t win though LOL,negative
8e4c70c9fe, HA ha - how much?  Thanks for starting to follow me.,positive
21c2d1c2b5,wish i was going to prom!!!!  oh well..going to go wish my girls good luck!! then going to good oll APPLEBEES!!! yumm,positive
3ce79360ba, Thank you  That`s really of sweet of you!,positive
244eb1ed8b,has just bought attics to eden by madina lake  it`s totally AMAZING,positive
